"avg_distance","avg_duration","avg_speed","avg_turning_angle","median_distance","median_duration","median_speed","median_turning_angle","min_distance","min_duration","min_speed","min_turning_angle","max_distance","max_duration","max_speed","max_turning_angle"
0.05225725419136849,0.08922006564319296,0.6133590045513411,176.83694068686268,0.03885098196529108,0.07200002670288086,0.454093995649228,181.56815558522146,0.0005539636893303023,0.0709998607635498,0.003094770928917718,0.002960902542591813,0.4938980793755287,0.1790001392364502,6.225828974548119,359.9117581032314
