"avg_distance","avg_duration","avg_speed","avg_turning_angle","median_distance","median_duration","median_speed","median_turning_angle","min_distance","min_duration","min_speed","min_turning_angle","max_distance","max_duration","max_speed","max_turning_angle"
0.04026059529684461,0.08463043183455436,0.4851796206384786,185.95580890847063,0.030682659583501734,0.07200002670288086,0.3743045176710898,182.06196323424783,0.0001552636299793977,0.0709998607635498,0.0021868159783646726,0.016372119523519003,0.5754446299569482,0.1790001392364502,4.178693527139683,359.9791829575609
