"avg_distance","avg_duration","avg_speed","avg_turning_angle","median_distance","median_duration","median_speed","median_turning_angle","min_distance","min_duration","min_speed","min_turning_angle","max_distance","max_duration","max_speed","max_turning_angle"
0.04538343924130188,0.08670804437751083,0.545517880425117,183.31989013769356,0.03425284386440075,0.07200002670288086,0.4169121262859143,183.15696271131833,0.0007797996428025222,0.0709998607635498,0.010830582441761754,0.00683123266247353,0.7911696307284061,5.355999946594238,10.988463018122046,359.9803964874956
