"id","x","y","timestamp"
1,8.189132693008881,9.262214396215963,"2021-12-13 12:08:38.049"
2,8.23928720871709,9.252168008930813,"2021-12-13 12:08:38.12"
3,8.330610620654452,9.25822801908578,"2021-12-13 12:08:38.192"
4,8.22234596570934,9.10520695058182,"2021-12-13 12:08:38.299"
5,8.130481719571424,8.978555403838088,"2021-12-13 12:08:38.37"
6,7.932017412572387,8.96063317911824,"2021-12-13 12:08:38.441"
7,7.861750088652565,9.085617368476424,"2021-12-13 12:08:38.549"
8,7.85929870251462,9.137574532168522,"2021-12-13 12:08:38.62"
9,7.858188679699335,9.158010235184408,"2021-12-13 12:08:38.691"
10,7.780682442609319,9.172141277904846,"2021-12-13 12:08:38.798"
11,7.724261689464214,9.197546148921514,"2021-12-13 12:08:38.87"
12,7.689519839516182,9.207552751585848,"2021-12-13 12:08:38.941"
13,7.701234958578826,9.167950964565971,"2021-12-13 12:08:39.049"
14,7.72955216105784,9.118106641562886,"2021-12-13 12:08:39.12"
15,7.748214001978629,9.059585063726644,"2021-12-13 12:08:39.191"
16,7.809968925390692,9.155910815223896,"2021-12-13 12:08:39.298"
17,7.865307951961263,9.26267483481604,"2021-12-13 12:08:39.37"
18,7.93898387878161,9.384775248464852,"2021-12-13 12:08:39.441"
19,7.989441253158256,9.393264935738248,"2021-12-13 12:08:39.548"
20,8.048375939113638,9.417320747272624,"2021-12-13 12:08:39.62"
21,8.096663775653447,9.435027608278642,"2021-12-13 12:08:39.691"
22,8.11467944205117,9.490862995619391,"2021-12-13 12:08:39.798"
23,8.104454302741322,9.475686784681532,"2021-12-13 12:08:39.87"
24,8.073752171865394,9.491639115210075,"2021-12-13 12:08:39.941"
25,8.064544931115591,9.433360002215418,"2021-12-13 12:08:40.048"
26,7.987630404769673,9.2809356125858,"2021-12-13 12:08:40.12"
27,7.962293003345533,9.191854527246232,"2021-12-13 12:08:40.191"
28,7.954494768507198,9.141566457450573,"2021-12-13 12:08:40.298"
29,7.926016978079199,9.125196961749976,"2021-12-13 12:08:40.37"
30,7.900881675522983,9.095557884855957,"2021-12-13 12:08:40.441"
31,7.884459134401508,9.05704778481023,"2021-12-13 12:08:40.548"
32,7.861942114248743,9.014493406996507,"2021-12-13 12:08:40.619"
33,7.844537451042816,8.96782377810663,"2021-12-13 12:08:40.691"
34,7.816991224001017,8.978531375208131,"2021-12-13 12:08:40.798"
35,7.816027396540627,9.039439117439706,"2021-12-13 12:08:40.869"
36,7.808869876760456,9.084073711609731,"2021-12-13 12:08:40.941"
37,7.816346682748781,9.112048049942349,"2021-12-13 12:08:41.048"
38,7.812327909277748,9.078556589200767,"2021-12-13 12:08:41.119"
39,7.822069267871143,9.064309075062958,"2021-12-13 12:08:41.191"
40,7.8221080195900115,9.110971235005229,"2021-12-13 12:08:41.298"
41,7.830058350431558,9.140633543155296,"2021-12-13 12:08:41.369"
42,7.828726299949968,9.130834562136467,"2021-12-13 12:08:41.441"
43,7.83465106471499,9.137210686672027,"2021-12-13 12:08:41.548"
44,7.837800233010887,9.139001202129135,"2021-12-13 12:08:41.619"
45,7.844540086412077,9.114775673565376,"2021-12-13 12:08:41.691"
46,7.853804461931328,9.151624165912498,"2021-12-13 12:08:41.798"
47,7.865251677370368,9.18216595542002,"2021-12-13 12:08:41.869"
48,7.914913289845202,9.213198239849431,"2021-12-13 12:08:42.048"
49,7.949952729653054,9.222178888509957,"2021-12-13 12:08:42.119"
50,7.957373003823785,9.142297379916904,"2021-12-13 12:08:42.191"
51,7.94517647699807,9.14466386226236,"2021-12-13 12:08:42.298"
52,7.939865174830407,9.140658219657842,"2021-12-13 12:08:42.369"
53,7.941996968700277,9.142942540710608,"2021-12-13 12:08:42.44"
54,7.976645197405045,9.163720650707042,"2021-12-13 12:08:42.548"
55,8.003427076735742,9.195727383625368,"2021-12-13 12:08:42.619"
56,8.030743972265565,9.213250068624411,"2021-12-13 12:08:42.69"
57,8.057262508899138,9.261792277588633,"2021-12-13 12:08:42.797"
58,8.065491317628968,9.331780816083905,"2021-12-13 12:08:42.869"
59,8.099548143136492,9.380927695934025,"2021-12-13 12:08:42.94"
60,8.09830615623375,9.40204333881712,"2021-12-13 12:08:43.048"
61,8.092306775136642,9.400018547061164,"2021-12-13 12:08:43.119"
62,8.116895044797946,9.369802631429051,"2021-12-13 12:08:43.19"
63,8.117286752830747,9.411042792624029,"2021-12-13 12:08:43.297"
64,8.10535326362378,9.441575515049497,"2021-12-13 12:08:43.369"
65,8.094084370913244,9.485197859176392,"2021-12-13 12:08:43.44"
66,8.0960542952092,9.522257773936188,"2021-12-13 12:08:43.547"
67,8.10486723663043,9.534270628632418,"2021-12-13 12:08:43.619"
68,8.119310742984926,9.55257606289463,"2021-12-13 12:08:43.69"
69,8.120072295087406,9.615487884345317,"2021-12-13 12:08:43.797"
